frame,x_0,y_0,z_0,v_0,x_1,y_1,z_1,v_1,x_2,y_2,z_2,v_2,x_3,y_3,z_3,v_3,x_4,y_4,z_4,v_4,x_5,y_5,z_5,v_5,x_6,y_6,z_6,v_6,x_7,y_7,z_7,v_7,x_8,y_8,z_8,v_8,x_9,y_9,z_9,v_9,x_10,y_10,z_10,v_10,x_11,y_11,z_11,v_11,x_12,y_12,z_12,v_12,x_13,y_13,z_13,v_13,x_14,y_14,z_14,v_14,x_15,y_15,z_15,v_15,x_16,y_16,z_16,v_16,x_17,y_17,z_17,v_17,x_18,y_18,z_18,v_18,x_19,y_19,z_19,v_19,x_20,y_20,z_20,v_20,x_21,y_21,z_21,v_21,x_22,y_22,z_22,v_22,x_23,y_23,z_23,v_23,x_24,y_24,z_24,v_24,x_25,y_25,z_25,v_25,x_26,y_26,z_26,v_26,x_27,y_27,z_27,v_27,x_28,y_28,z_28,v_28,x_29,y_29,z_29,v_29,x_30,y_30,z_30,v_30,x_31,y_31,z_31,v_31,x_32,y_32,z_32,v_32,phase
0,0.5606455206871033,0.2645220160484314,-0.121923916041851,0.9980953335762024,0.5673537254333496,0.2537440657615661,-0.1044680252671241,0.9983213543891908,0.5662093758583069,0.2528295516967773,-0.1045747473835945,0.9983350038528442,0.5647802352905273,0.2518103420734405,-0.1045850738883018,0.9983115792274476,0.5649704337120056,0.2525515556335449,-0.1642732918262481,0.9979642629623412,0.5624846816062927,0.2509909868240356,-0.1642299592494964,0.9978013634681702,0.5596972703933716,0.249397873878479,-0.1643002927303314,0.9978838562965392,0.5422013998031616,0.2454293221235275,-0.0174901317805051,0.9975191354751588,0.5354401469230652,0.2442761659622192,-0.2804583609104156,0.997880220413208,0.5409645438194275,0.2674312889575958,-0.0789390876889228,0.9967371225357056,0.5379100441932678,0.2657397389411926,-0.157156303524971,0.9977718591690063,0.4386622607707977,0.2788466811180115,0.1580256819725036,0.9960378408432008,0.4748874604701996,0.2830847799777984,-0.4333922863006592,0.9970526099205016,0.3898856341838836,0.363517165184021,0.2162275910377502,0.862441897392273,0.4196881949901581,0.37576425075531,-0.494690477848053,0.2802954316139221,0.3626701831817627,0.4419298768043518,0.1981732100248336,0.7635061144828796,0.4433755576610565,0.460453599691391,-0.3692429065704345,0.3870432674884796,0.3545311391353607,0.4592094421386719,0.2204237431287765,0.7224470376968384,0.4474968016147613,0.4832158088684082,-0.3991419374942779,0.4074463844299316,0.3728350698947906,0.4617978632450104,0.179575115442276,0.7227487564086914,0.4552457928657532,0.4845328330993652,-0.373560756444931,0.422711044549942,0.373074471950531,0.4560074806213379,0.1773462146520614,0.7017693519592285,0.4510042071342468,0.4760106205940246,-0.3545108437538147,0.4082780182361603,0.3222087323665619,0.428716093301773,0.1952780038118362,0.9976295828819276,0.3280220031738281,0.4369214475154876,-0.1954254955053329,0.9980758428573608,0.3554555177688598,0.5136380791664124,0.3246454000473022,0.836892306804657,0.374409407377243,0.5698261857032776,-0.1989460587501526,0.865940511226654,0.3020666837692261,0.6068882942199707,0.4908515810966491,0.829842209815979,0.3367255926132202,0.6976544857025146,-0.1931900233030319,0.782035768032074,0.2800011932849884,0.6210289597511292,0.5004335045814514,0.8597627878189087,0.3024418652057647,0.7263184785842896,-0.1992271244525909,0.7952454090118408,0.3479811251163482,0.6404123306274414,0.4810248911380768,0.7195905447006226,0.4343794882297516,0.715952455997467,-0.3242990672588348,0.6771963834762573,Takeaway
1,0.5784406661987305,0.2610440552234649,-0.2015312016010284,0.9974931478500366,0.5849779844284058,0.2506126761436462,-0.1788909286260604,0.996691107749939,0.5844828486442566,0.2502727508544922,-0.179026797413826,0.9969137907028198,0.5836286544799805,0.249824121594429,-0.1791080683469772,0.9968432188034058,0.5800083875656128,0.248163029551506,-0.2437400221824646,0.9969194531440736,0.5762448310852051,0.2461876571178436,-0.2438352853059768,0.9969844222068788,0.5718550086021423,0.2439945042133331,-0.2440290600061416,0.9970229268074036,0.5604156255722046,0.2448945343494415,-0.0563424788415432,0.9947624206542968,0.542961061000824,0.2368233948945999,-0.3459715545177459,0.9966787695884703,0.561863899230957,0.2665066421031952,-0.1480739861726761,0.9958581924438475,0.5548807978630066,0.2635478377342224,-0.2326985001564026,0.9973326325416564,0.4939451813697815,0.2859774827957153,0.1647370904684066,0.9957322478294371,0.4475356340408325,0.2692341804504394,-0.5012209415435791,0.997335970401764,0.461441308259964,0.3714790940284729,0.2758439183235168,0.7869818210601807,0.4205922782421112,0.3675528764724731,-0.5728146433830261,0.3505791425704956,0.4627293348312378,0.4371099472045898,0.2099029719829559,0.6974470615386963,0.4465624988079071,0.4580191671848297,-0.5203297734260559,0.4436279237270355,0.4672795236110687,0.4638436436653137,0.2214249670505523,0.6608208417892456,0.4457863271236419,0.4838891625404358,-0.5748880505561829,0.4598833918571472,0.466513991355896,0.4672861099243164,0.1699644327163696,0.6613161563873291,0.4572476148605346,0.4883086681365967,-0.5646370649337769,0.4730707108974457,0.4616668224334717,0.4585643410682678,0.1832607239484787,0.643439769744873,0.4556139707565307,0.4792068600654602,-0.512933075428009,0.4562644958496094,0.3554539084434509,0.4252923130989074,0.2091207057237625,0.99660325050354,0.3040196597576141,0.4209798872470855,-0.2090160101652145,0.9978914856910706,0.4093662202358246,0.5346488952636719,0.2639484405517578,0.7795367240905762,0.362192839384079,0.5562726259231567,-0.2501108348369598,0.8752540349960327,0.3299636840820312,0.642453670501709,0.4287037253379822,0.7806774377822876,0.3311797380447387,0.685030460357666,-0.245817020535469,0.7977643013000488,0.2984387576580047,0.6600757241249084,0.43689826130867,0.815048098564148,0.2976584434509277,0.7086379528045654,-0.2581939399242401,0.8053671717643738,0.4178743958473205,0.6787147521972656,0.3655855059623718,0.698580801486969,0.4323430359363556,0.7082452178001404,-0.4428261220455169,0.7018713355064392,Takeaway
2,0.5801580548286438,0.2617441117763519,-0.1597098708152771,0.997154176235199,0.587576687335968,0.2509568929672241,-0.1396642625331878,0.995959460735321,0.5870063900947571,0.2503780424594879,-0.1398169249296188,0.9962599277496338,0.5860206484794617,0.2496970146894455,-0.1399170458316803,0.9962520599365234,0.5830045342445374,0.2491485327482223,-0.203862652182579,0.9964722990989684,0.5794382095336914,0.2473136633634567,-0.2039330303668975,0.9966172575950624,0.5753062963485718,0.2452761828899383,-0.2041023671627044,0.996706247329712,0.5598276257514954,0.2432781904935836,-0.03549150750041,0.9936791062355042,0.5443243384361267,0.2371134310960769,-0.3157844543457031,0.996192991733551,0.5611711144447327,0.2673258185386657,-0.1113392412662506,0.9955047369003296,0.5553378462791443,0.2650690078735351,-0.1945453882217407,0.997195601463318,0.4913313686847687,0.2882108986377716,0.1760097444057464,0.9952619671821594,0.4402325451374054,0.2711458802223205,-0.4619503319263458,0.9975846409797668,0.4512127637863159,0.3716602921485901,0.2703824043273926,0.7139561772346497,0.4196400046348572,0.3691788017749786,-0.5152525901794434,0.4135394394397735,0.4419762194156647,0.442434012889862,0.1921103596687317,0.6319801211357117,0.4509609937667846,0.4622605741024017,-0.4275541603565216,0.4912725687026977,0.437587022781372,0.4656113684177398,0.2001799643039703,0.5995694994926453,0.4503618776798248,0.4820167422294616,-0.4742187559604645,0.5025362372398376,0.4401502907276153,0.4677770137786865,0.1534087508916854,0.6001994013786316,0.4584234058856964,0.4828738570213318,-0.4597172737121582,0.5135809183120728,0.4403224587440491,0.458404392004013,0.1667502075433731,0.5847553610801697,0.4566752016544342,0.4758175313472748,-0.4181294441223144,0.4927345514297485,0.3447353541851043,0.4253000319004059,0.1980159729719162,0.9960344433784484,0.2941509485244751,0.4201253354549408,-0.1978511363267898,0.9977105855941772,0.3907184302806854,0.5379446744918823,0.2262905985116958,0.7410600781440735,0.3593497276306152,0.5555019974708557,-0.165767639875412,0.8858767151832581,0.3392872810363769,0.649327278137207,0.369564950466156,0.7595070004463196,0.3298223316669464,0.6823002099990845,-0.0986425206065177,0.8158745765686035,0.3078985810279846,0.6701589822769165,0.3753089010715484,0.793578565120697,0.2948333323001861,0.7062087059020996,-0.1025388613343238,0.8197456002235413,0.4316762387752533,0.6833487749099731,0.2962712943553924,0.7027627229690552,0.4338418245315552,0.7097400426864624,-0.2500863671302795,0.7289035320281982,Takeaway
3,0.5797248482704163,0.259822815656662,-0.1477936506271362,0.9969578385353088,0.5870101451873779,0.2493878304958343,-0.1266076117753982,0.9954838752746582,0.5864631533622742,0.2489654570817947,-0.1267546713352203,0.9958063364028932,0.5854646563529968,0.2484237402677536,-0.1268614530563354,0.995893895626068,0.5820368528366089,0.2470903396606445,-0.1919828653335571,0.9961822032928468,0.5782298445701599,0.2450690269470214,-0.1920521557331085,0.996366798877716,0.5738514065742493,0.2427738159894943,-0.19223552942276,0.9965083003044128,0.5593979954719543,0.2426275908946991,-0.0219374038279056,0.992773175239563,0.5430936217308044,0.235017329454422,-0.303740382194519,0.9957168102264404,0.5602913498878479,0.2660383582115173,-0.0978034436702728,0.9953204989433287,0.5539272427558899,0.2632187008857727,-0.1826906055212021,0.997155785560608,0.4956920146942138,0.2905611395835876,0.1960213482379913,0.9949186444282532,0.4367467761039734,0.2674845457077026,-0.4544814527034759,0.9978097081184388,0.455824613571167,0.3763591051101684,0.2995122075080871,0.6508268713951111,0.4186905026435852,0.3657903969287872,-0.5151975154876709,0.470447689294815,0.4513482749462127,0.4513493180274963,0.2169516682624817,0.5756888389587402,0.4495499432086944,0.4588549137115478,-0.4509041607379913,0.5356754660606384,0.4469911754131317,0.4742959141731262,0.2231647968292236,0.5466800332069397,0.4481430351734161,0.480492353439331,-0.5013543963432312,0.5429930090904236,0.453333705663681,0.4781021177768707,0.1737341284751892,0.5475552678108215,0.4571863710880279,0.4815024733543396,-0.4904088675975799,0.552100658416748,0.4484984874725342,0.4680541157722473,0.1901925206184387,0.5345518589019775,0.4551795423030853,0.473976194858551,-0.4427765607833862,0.5279625058174133,0.3460830152034759,0.4242469370365143,0.1971730291843414,0.9954077005386353,0.2936782240867615,0.4162015914916992,-0.1969540119171142,0.9975693225860596,0.3945571780204773,0.5406171083450317,0.2232421636581421,0.6996772289276123,0.3583593964576721,0.5549396276473999,-0.1946278065443039,0.8949382901191711,0.3397171795368194,0.652904748916626,0.3811213970184326,0.7285640835762024,0.3312971293926239,0.6856421232223511,-0.1536773294210434,0.8317629098892212,0.309952050447464,0.6747332215309143,0.3880372643470764,0.7634904384613037,0.2980051338672638,0.7089020013809204,-0.1623978465795517,0.8323814868927002,0.4315474927425384,0.683803141117096,0.3017008602619171,0.6962478160858154,0.4362285137176513,0.708407998085022,-0.3366081714630127,0.7525981068611145,Takeaway
4,0.5782148241996765,0.259181410074234,-0.1488926708698272,0.9964805245399476,0.5858466029167175,0.2489074468612671,-0.1279770880937576,0.9945974946022034,0.5854318737983704,0.2485324144363403,-0.1281225681304931,0.9948997497558594,0.5846074819564819,0.2480432987213134,-0.1282302290201187,0.9951863288879396,0.5806967616081238,0.2465276420116424,-0.1954221725463867,0.9956403374671936,0.5768877267837524,0.244483470916748,-0.1955050379037857,0.995822012424469,0.5724931359291077,0.2421441078186035,-0.1957180052995681,0.996105968952179,0.5596441030502319,0.2426132708787918,-0.0168875642120838,0.9910389184951782,0.5427946448326111,0.2349275797605514,-0.3113738298416137,0.9949212074279784,0.5590832829475403,0.265575647354126,-0.0972421541810035,0.9947385787963868,0.5527454018592834,0.2626711726188659,-0.1846492290496826,0.996938943862915,0.4939660429954529,0.291272908449173,0.2051349580287933,0.9943204522132874,0.437986671924591,0.2672292292118072,-0.4634553790092468,0.9980120658874512,0.4530729651451111,0.3730846643447876,0.3062453866004944,0.5913841128349304,0.4193333983421325,0.3663052916526794,-0.5254668593406677,0.5212899446487427,0.4497579932212829,0.4452372193336487,0.2157225757837295,0.5229965448379517,0.4482789635658264,0.4589365422725677,-0.4525311291217804,0.5748804211616516,0.4496359229087829,0.4639329016208648,0.2222217321395874,0.497361809015274,0.4477733075618744,0.4805659651756286,-0.5024242997169495,0.5786032676696777,0.4560534656047821,0.4676315784454345,0.1722907423973083,0.4983760416507721,0.4570513963699341,0.4816638529300689,-0.4898543059825897,0.5859562158584595,0.4481379687786102,0.4599502086639404,0.1887437552213668,0.4874074161052704,0.4549306631088257,0.4738694131374359,-0.4433806538581848,0.5585546493530273,0.3446484208106994,0.4235495030879974,0.203568160533905,0.99433434009552,0.293256938457489,0.4176267087459564,-0.2033534944057464,0.9973520040512084,0.3949871063232422,0.5403534770011902,0.2402703016996383,0.6636062860488892,0.3582019507884979,0.5573652982711792,-0.1898444443941116,0.9029079079627992,0.3408714532852173,0.6511598825454712,0.4185933470726013,0.7007508277893066,0.3279594779014587,0.6885430812835693,-0.128146082162857,0.8460584878921509,0.3133404552936554,0.6721619367599487,0.4275179207324981,0.7366015315055847,0.2977488934993744,0.7096747159957886,-0.1343299597501754,0.8434640765190125,0.4309273064136505,0.6832044124603271,0.343991607427597,0.6898258328437805,0.4349811673164367,0.7112353444099426,-0.3026551008224487,0.7738415002822876,Takeaway
5,0.5756304264068604,0.2597939968109131,-0.1554016470909118,0.9961154460906982,0.5838655829429626,0.249694675207138,-0.133946031332016,0.993870973587036,0.5836279392242432,0.2492978274822235,-0.134094625711441,0.9941834211349488,0.5829835534095764,0.2487919628620147,-0.1342028230428695,0.994614839553833,0.5786464214324951,0.2473669797182083,-0.2005389034748077,0.9952009916305542,0.5750112533569336,0.2453164607286453,-0.2006217539310455,0.9954040050506592,0.5707792639732361,0.2429405450820922,-0.2008305937051773,0.9957844614982604,0.558538556098938,0.2431381642818451,-0.0170651469379663,0.9896263480186462,0.542141318321228,0.2354326248168945,-0.3117038309574127,0.9942959547042848,0.5571722984313965,0.2659428715705871,-0.1033256500959396,0.9943391680717468,0.5508572459220886,0.2630880177021026,-0.1897506713867187,0.996810793876648,0.4933862388134002,0.2919549345970154,0.1954120248556137,0.9938762784004213,0.4358535706996918,0.2669026255607605,-0.4598800241947174,0.9981937408447266,0.4525831043720245,0.3731014132499695,0.2935433983802795,0.5387527942657471,0.4175773561000824,0.365591824054718,-0.521577000617981,0.5673373937606812,0.4486277401447296,0.4447929263114929,0.2014218419790268,0.4757202863693237,0.4485116600990295,0.458120048046112,-0.4582952857017517,0.6104286909103394,0.44603431224823,0.4666240215301513,0.2049698233604431,0.4530155062675476,0.4488987326622009,0.4804190099239349,-0.5086469650268555,0.6109665036201477,0.4528277218341827,0.4707160592079162,0.1569907963275909,0.4541486799716949,0.4573621153831482,0.4811841547489166,-0.4987041354179382,0.6167385578155518,0.4469867646694183,0.4597761034965515,0.1750598698854446,0.4449837803840637,0.4554670453071594,0.4736134111881256,-0.450348287820816,0.5864689946174622,0.34563809633255,0.4214766025543213,0.1988320499658584,0.9933902621269226,0.2925290465354919,0.4149961471557617,-0.1985958665609359,0.9971038103103638,0.3954097628593445,0.5403846502304077,0.2096161991357803,0.6327704191207886,0.3575214743614197,0.5533491373062134,-0.2026257365942001,0.9101064205169678,0.3401929140090942,0.6546525955200195,0.3564285635948181,0.6783487200737,0.3284638524055481,0.6837236285209656,-0.1543702483177185,0.8588659167289734,0.3127205669879913,0.6759644150733948,0.3619518280029297,0.7141544818878174,0.2967694401741028,0.7060624361038208,-0.1625317335128784,0.8532872796058655,0.4272209107875824,0.6853370666503906,0.270081877708435,0.6857664585113525,0.4339953660964966,0.7101426720619202,-0.3399454951286316,0.7928630709648132,Takeaway
6,0.5753752589225769,0.260493129491806,-0.112677052617073,0.9960307478904724,0.5836936831474304,0.2503778040409088,-0.0918216034770011,0.9937756061553956,0.5833945870399475,0.2499091327190399,-0.0919604524970054,0.9940651655197144,0.582694411277771,0.2493362128734588,-0.0920432955026626,0.9945890307426452,0.5788130164146423,0.2482577264308929,-0.1572042554616928,0.9951541423797609,0.575354814529419,0.2462764978408813,-0.1572728455066681,0.9953492879867554,0.5712986588478088,0.2439921349287033,-0.1574671417474746,0.995782196521759,0.5583482980728149,0.2433268576860427,0.0238043945282697,0.989414930343628,0.5425958037376404,0.2360030859708786,-0.2714938521385193,0.9941793084144592,0.5568304657936096,0.2663893103599548,-0.0636325031518936,0.9943655729293824,0.5509365797042847,0.2637563347816467,-0.1483520120382309,0.9968507289886476,0.4927619099617004,0.2918358743190765,0.2391420751810073,0.993928849697113,0.4371930062770843,0.2662645876407623,-0.4261626303195953,0.9983611702919006,0.4515774250030517,0.3725388348102569,0.3312569856643677,0.4926380813121795,0.4162546396255493,0.3644440770149231,-0.4906880557537079,0.609022855758667,0.447752833366394,0.444195806980133,0.2274051904678344,0.4353380799293518,0.4451426565647125,0.4555002152919769,-0.4257093667984009,0.6433051228523254,0.4502574503421783,0.4673662781715393,0.2297633737325668,0.4152385890483856,0.4460865557193756,0.4782386720180511,-0.4754952192306518,0.6411660313606262,0.4511118531227112,0.4703170359134674,0.1801436096429824,0.4165248870849609,0.4546982944011688,0.4789316654205322,-0.4654254615306854,0.6455581784248352,0.4461540281772613,0.45884570479393,0.2001646608114242,0.4088648855686188,0.4531115591526031,0.4712218642234802,-0.4175281822681427,0.6130679845809937,0.3435293436050415,0.4209945797920227,0.203635424375534,0.9932235479354858,0.2927886843681335,0.4141482412815094,-0.2033741027116775,0.9969894886016846,0.389201819896698,0.5443569421768188,0.1963417679071426,0.605830729007721,0.3580160439014435,0.5557303428649902,-0.1920516192913055,0.9171541333198548,0.3380686938762665,0.6613361239433289,0.3138744533061981,0.6631192564964294,0.3285888731479645,0.6864064335823059,-0.1472043246030807,0.8710306882858276,0.3118486702442169,0.6836060285568237,0.305582582950592,0.7002187967300415,0.2968430817127228,0.7098387479782104,-0.1549826115369796,0.8636171221733093,0.4286961555480957,0.6905171275138855,0.17584989964962,0.6878202557563782,0.4345977306365967,0.7101371884346008,-0.3230425417423248,0.8109774589538574,Takeaway
7,0.5759468078613281,0.2608512043952942,-0.1025694236159324,0.9959185719490052,0.5842224359512329,0.2506879568099975,-0.0804870054125785,0.9936606884002686,0.5837745070457458,0.2501605153083801,-0.0806291028857231,0.9939215183258056,0.5829275250434875,0.2495294511318206,-0.0807096362113952,0.9945374131202698,0.5797485709190369,0.2487306594848632,-0.1473241299390792,0.995094895362854,0.5764250159263611,0.2468126118183136,-0.1473964154720306,0.995280623435974,0.5725494027137756,0.2446333914995193,-0.1475982964038849,0.995776891708374,0.5580691695213318,0.2431836575269699,0.0384075790643692,0.9891306161880492,0.5433793067932129,0.2363746613264084,-0.2621574699878692,0.9940943121910096,0.5569174885749817,0.2665609419345855,-0.0521463192999362,0.9943517446517944,0.5515168309211731,0.2641467452049255,-0.1387949585914611,0.9968826770782472,0.4908560812473297,0.2909470200538635,0.2482609450817108,0.9938982725143432,0.4388208985328674,0.2656296491622925,-0.4210130870342254,0.9985129237174988,0.4445277452468872,0.3696538209915161,0.3350127339363098,0.4490530490875244,0.4156177639961242,0.3632631003856659,-0.4873754382133484,0.6465394496917725,0.4443773031234741,0.4415797591209411,0.2264894694089889,0.3972189128398895,0.4458412528038025,0.4533320367336273,-0.4160685241222381,0.6728684902191162,0.4462551176548004,0.4603752493858337,0.228585198521614,0.3796943128108978,0.4471327364444732,0.47603240609169,-0.4646392464637756,0.668448269367218,0.4531128406524658,0.4641036987304687,0.1792539954185485,0.3810572326183319,0.4548301994800567,0.4761582911014557,-0.4539113640785217,0.6716313362121582,0.4453321099281311,0.4557727873325348,0.199114054441452,0.3747028410434723,0.453612208366394,0.4685234129428863,-0.4073741137981415,0.6372004747390747,0.3415546715259552,0.4204749464988708,0.205123484134674,0.9930031299591064,0.2938967943191528,0.4139622151851654,-0.2048459351062774,0.9968595504760742,0.3855308890342712,0.5414857268333435,0.190536692738533,0.5844596028327942,0.3579686880111694,0.5555090308189392,-0.1869726032018661,0.9237147569656372,0.3371692895889282,0.664164662361145,0.2723622024059295,0.6533026695251465,0.3296854496002197,0.685226559638977,-0.1421120762825012,0.8821690082550049,0.3112744688987732,0.685733437538147,0.2650832533836365,0.6905882358551025,0.2975602746009826,0.708340048789978,-0.150016188621521,0.8732636570930481,0.4306405782699585,0.6923400163650513,0.1421780884265899,0.6926351189613342,0.4354629814624786,0.7100225687026978,-0.3187834322452545,0.8275359869003296,Takeaway
8,0.5759210586547852,0.2613076567649841,-0.0918954834342002,0.9958983063697816,0.5840330123901367,0.2511281371116638,-0.0700214952230453,0.9936808347702026,0.5835789442062378,0.250558465719223,-0.0701577812433242,0.9939104914665222,0.5827121138572693,0.2498838454484939,-0.0702312663197517,0.9945901036262512,0.5796615481376648,0.2492927759885788,-0.1367750018835067,0.9951349496841432,0.5764201879501343,0.2474083006381988,-0.1368472576141357,0.9953092336654664,0.5726803541183472,0.2452740222215652,-0.137047991156578,0.9958492517471312,0.5580183863639832,0.2433858662843704,0.0533763766288757,0.9890555739402772,0.5436315536499023,0.2368677407503128,-0.2529866993427276,0.9941257238388062,0.5570283532142639,0.266910195350647,-0.0423344634473323,0.9944085478782654,0.551769495010376,0.2646117806434631,-0.1286351829767227,0.9969466924667358,0.4909543395042419,0.2909475564956665,0.2629011869430542,0.9939464330673218,0.4393244981765747,0.2652313411235809,-0.4145415425300598,0.9986513257026672,0.4444759786128998,0.3687378764152527,0.3488455712795257,0.4102985262870788,0.4150274991989136,0.3625255525112152,-0.483928382396698,0.6804129481315613,0.4454281330108642,0.4405352175235748,0.2334472835063934,0.3637310862541199,0.4438976347446441,0.4509574472904205,-0.4166555106639862,0.7002279162406921,0.4468773007392883,0.4590219557285309,0.2348076701164245,0.3484856486320495,0.4439077973365783,0.4729258120059967,-0.466105580329895,0.6939186453819275,0.4533357918262481,0.4626923501491546,0.184534341096878,0.3499417304992676,0.4531112611293793,0.4732270836830139,-0.4552845954895019,0.6960667967796326,0.4462217688560486,0.4548571705818176,0.2054925560951233,0.3447648286819458,0.4516250193119049,0.4658099114894867,-0.4077759087085724,0.6601621508598328,0.3405645787715912,0.4203636646270752,0.2073792815208435,0.9928411245346068,0.2950102984905243,0.4132571220397949,-0.2070894837379455,0.9967729449272156,0.3821836113929748,0.5423365831375122,0.1882321685552597,0.5656360387802124,0.3571889996528625,0.555559515953064,-0.191130593419075,0.9297654032707214,0.3367072939872741,0.6649830937385559,0.2592536807060241,0.6451473832130432,0.3298625648021698,0.6840671300888062,-0.1515556871891021,0.892379879951477,0.3108723163604736,0.6857808828353882,0.2538815140724182,0.6831410527229309,0.296769917011261,0.7075223326683044,-0.1601795554161071,0.8823336958885193,0.4314548969268799,0.693257212638855,0.1363240480422973,0.6975610852241516,0.4357202351093292,0.7097727656364441,-0.3320974707603454,0.8426492810249329,Takeaway
9,0.5751177668571472,0.261667400598526,-0.0889609307050705,0.9957422614097596,0.5834439396858215,0.2514601349830627,-0.0667497888207435,0.99348783493042,0.5829492807388306,0.2508582472801208,-0.0668841078877449,0.9936866164207458,0.5820596218109131,0.2501514852046966,-0.0669571012258529,0.9944579005241394,0.5794051289558411,0.2497396469116211,-0.134078562259674,0.995033860206604,0.5763503313064575,0.247898980975151,-0.1341608613729477,0.9951924681663512,0.5728439092636108,0.2458167523145675,-0.1343729645013809,0.9958127737045288,0.5577460527420044,0.2434265315532684,0.054218266159296,0.9885289072990416,0.5441364049911499,0.2372862845659256,-0.2505232989788055,0.9939908981323242,0.5563153624534607,0.2671585083007812,-0.0387436971068382,0.994265615940094,0.5515065789222717,0.2649613320827484,-0.1258120536804199,0.9969220161437988,0.4884847104549408,0.2886219620704651,0.2642297148704529,0.9938947558403016,0.4404346942901611,0.2650712430477142,-0.4140816926956177,0.9987773895263672,0.4425625801086426,0.3673921227455139,0.3465569317340851,0.3741990029811859,0.4150361716747284,0.3621124625205993,-0.4725562930107116,0.7106754779815674,0.4432576894760132,0.4371665120124817,0.2342704385519027,0.332366019487381,0.4433774352073669,0.4493144452571869,-0.3845062553882599,0.7243525385856628,0.4458760917186737,0.4553167819976806,0.2375232428312301,0.3193796277046203,0.4435155689716339,0.4709523618221283,-0.4294800162315368,0.7165083289146423,0.4489176869392395,0.4571956992149353,0.1886410117149353,0.3208729028701782,0.4530119895935058,0.4709499776363373,-0.4185743927955627,0.7177889943122864,0.4456755816936493,0.4510678648948669,0.2071157395839691,0.3168202340602875,0.4516329169273376,0.4635611474514007,-0.374999463558197,0.6806895732879639,0.3391772508621216,0.4191676080226898,0.2112299799919128,0.9924939870834352,0.2949076890945434,0.4134174287319183,-0.2109303176403045,0.9966899156570436,0.3813284933567047,0.5405668020248413,0.1940889954566955,0.5478495359420776,0.3569377958774566,0.5549436211585999,-0.1882509887218475,0.935144066810608,0.3375775814056396,0.6640312671661377,0.294732928276062,0.6362317204475403,0.3302569389343261,0.6847533583641052,-0.1378992646932602,0.9015612602233888,0.3123623728752136,0.6838147044181824,0.2941667437553406,0.6753209233283997,0.2977295219898224,0.7074235677719116,-0.1449719071388244,0.8905127644538879,0.4344459176063537,0.6913623213768005,0.1911957561969757,0.7008745670318604,0.4359081387519836,0.7082148790359497,-0.3093811273574829,0.856269121170044,Takeaway
